Geneid	B032-1	B032-2	B032-4	B032-6	OM5011-1	OM5011-2	OM5011-4	OM5011-6	OM5334-1	OM5334-2	OM5334-4	OM5334-6
TNFRSF1B	15704	18210	14134	11287	12619	10747	11137	12924	8613	7956	5853	4514
MIR4632	1	0	0	0	0	0	0	0	0	0	0	0
RP5-1118D24.2	0	1	0	0	2	0	0	1	1	1	1	0
RF00156	4	0	7	12	5	2	8	1	7	19	18	9
VPS13D	2552	3571	3067	2371	3253	2997	3023	3002	3438	3912	3095	1983
SNORA59A	1	1	1	4	1	2	4	3	9	7	9	1
RP5-888M10.2	0	0	4	0	6	0	0	1	6	2	3	1
DHRS3	3707	4054	2907	1653	6923	5532	6705	3516	8078	10770	7276	2459
RNU6ATAC18P	7	8	3	1	8	7	11	0	14	10	8	3
MIR6730	1	1	0	0	1	0	2	0	3	7	2	2
RP11-474O21.5	8	2	4	1	4	6	20	3	4	4	10	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-474O21.2	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	2	0	0	0	0	1	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0
RP5-845O24.8	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0
RP5-845O24.3	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	14	10	4	5	13	7	11	13	4	10	3	9
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-450I1.2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0
CH17-409J4.2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	1	1	1	0	1	1	1	0	1
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0
WI2-2994D6.1	0	0	0	0	0	0	0	0	0	0	0	0
RP13-221M14.4	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	1	1	0	0	1	0	4	0	0	0	1	2
RP13-221M14.3	0	0	0	0	0	0	0	0	0	0	0	0
RP13-221M14.2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	3	0	0	0	1	2	3	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	1	0	0	0	0
RP11-450I1.4	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.8	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.6	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.10	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	8	1	0	0	0	0
RP4-597A16.2	0	0	0	0	0	0	0	0	0	0	0	0
RP4-597A16.3	0	0	0	0	4	0	0	1	0	0	0	0
PDPN	0	0	1	0	0	1	1	0	0	0	0	0
RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0
CTA-520D8.2	1	2	2	0	1	0	4	1	0	1	2	3
RF00564	2	0	0	0	1	2	2	5	0	5	2	0
PRDM2	3067	4478	3606	2902	3320	3410	3272	3201	3953	3827	3220	2487
KAZN	13	17	0	3	46	28	48	7	95	31	61	6
RNU6-1265P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-344F13.1	0	0	0	0	0	0	0	0	0	0	0	0
RP4-704D23.1	0	0	0	0	0	0	0	0	0	0	0	0
RP3-410I8.1	4	4	0	0	0	0	0	0	2	3	0	1
TMEM51-AS1	1	1	0	0	0	0	0	0	0	0	0	0
TMEM51	10	49	30	27	22	79	6	21	6	14	4	7
C1orf195	0	0	0	0	0	0	0	0	0	0	0	0
RP1-21O18.3	0	0	0	0	1	1	0	0	0	0	0	0
RP5-903E17.2	0	0	0	0	0	0	0	0	0	0	0	0
FHAD1	58	46	35	44	15	36	14	7	13	5	6	0
RP3-467K16.2	0	2	1	3	1	0	0	2	0	0	0	0
RP3-467K16.7	0	0	0	0	1	5	0	0	0	0	0	0
RP3-467K16.4	35	66	20	12	35	47	58	66	3	6	4	1
EFHD2	6686	8087	6251	5952	7412	6906	7169	8418	2965	3111	2438	2228
CTRC	5	14	15	10	4	8	24	6	1	0	16	2
CELA2A	0	0	1	0	0	0	0	0	0	0	1	0
CELA2B	0	8	8	3	3	11	22	5	10	9	10	3
CASP9	567	683	607	629	576	539	616	700	790	696	482	329
DNAJC16	693	800	669	755	685	666	517	776	1323	1053	989	851
SCARNA21B	0	0	1	0	0	0	0	1	0	1	0	0
RP4-680D5.8	1	0	3	5	0	7	5	4	16	19	18	18
AGMAT	100	50	96	128	67	47	51	189	183	179	156	249
RP4-680D5.2	3	4	5	9	10	6	0	4	11	8	10	6
RP4-680D5.3	49	66	33	47	48	42	39	76	38	33	46	30
RNU7-179P	0	0	1	0	0	0	0	0	0	0	0	0
RP4-680D5.4	0	0	0	0	0	0	0	0	0	0	0	0
DDI2	1519	2079	1607	1551	1576	1384	1211	1482	2265	1884	1609	1520
RSC1A1	0	0	0	0	0	0	0	0	0	0	0	0
RP4-680D5.9	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM2	2196	2631	2421	2185	2664	2517	2721	3476	2894	2985	2516	2408
RP11-288I21.1	36	27	41	18	31	54	45	18	145	65	59	56
SLC25A34	18	33	33	22	32	31	49	40	88	122	116	29
RP11-169K16.4	0	0	0	0	0	0	0	0	0	0	0	0
TMEM82	0	0	0	0	0	0	0	0	0	0	0	0
FBLIM1	2	0	1	2	0	1	0	5	0	0	1	1
RP11-169K16.6	26	19	21	21	45	20	32	55	31	26	24	19
UQCRHL	108	114	120	81	118	122	135	146	120	114	114	98
RP11-169K16.8	315	518	404	392	228	113	146	228	411	416	338	270
RP11-169K16.9	921	1050	967	794	1203	962	987	1143	1674	1868	1666	984
SPEN	3146	4383	4177	3534	4022	3455	3969	3609	4528	4358	3821	2603
RP1-134O19.3	0	0	1	0	0	0	0	0	0	0	0	0
ZBTB17	1179	1999	1513	1396	1345	1364	1707	1577	2060	2256	1682	1557
RP11-5P18.1	11	10	14	15	20	20	18	22	4	8	5	17
RP11-5P18.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5P18.11	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5P18.2	0	0	0	0	0	0	0	0	0	0	0	0
C1orf64	0	0	0	0	0	0	0	0	0	0	0	0
RP11-5P18.5	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7	0	0	0	0	0	0	0	0	0	0	0	0
CLCNKA	0	0	1	0	0	0	0	0	0	0	0	0
RP11-5P18.10	0	2	0	0	3	1	1	2	0	0	0	0
CLCNKB	4	0	0	0	0	0	0	0	0	0	0	0
FAM131C	0	5	0	0	20	0	0	10	0	4	2	0
EPHA2	1	0	0	0	0	0	0	0	0	0	0	0
RP11-276H7.2	0	0	0	0	1	0	0	0	0	0	0	0
RP11-276H7.3	0	0	0	0	0	0	0	0	0	0	2	0
RP4-733M16.2	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	184	320	293	245	211	224	230	377	306	231	239	213
ANO7P1	44	56	37	185	26	46	33	114	16	36	25	82
RSG1	70	125	96	131	92	110	128	183	149	162	109	96
MTL1	122	171	106	55	180	117	175	53	122	91	55	61
FBXO42	2264	2721	2125	1091	2960	2245	2980	1367	2264	2005	1821	841
SZRD1	2958	3612	2690	3157	3173	3238	2914	3892	2654	3119	2366	2679
RP11-430L17.1	7	9	0	6	8	6	17	11	9	11	10	13
SPATA21	21	38	21	9	11	18	30	16	25	18	18	28
NECAP2	8379	10320	7903	8049	9616	9317	9223	10741	10478	12541	9067	6609
RP4-798A10.2	32	66	47	46	67	69	69	38	62	46	65	24
CROCCP3	125	104	89	66	118	110	158	88	122	88	130	66
RNU1-1	7	0	1	0	4	0	2	0	1	0	2	3
RP4-798A10.7	0	5	2	3	1	0	2	7	3	2	3	0
RP4-798A10.4	2	2	6	1	4	4	0	1	12	3	5	1
RP5-875O13.1	0	0	0	0	0	1	3	0	1	0	2	0
RNU1-6P	0	0	0	0	0	0	0	0	0	0	0	0
RP5-875O13.6	0	0	0	0	1	0	0	0	0	0	0	0
NBPF1	218	236	197	273	155	168	157	161	255	144	159	105
RP5-1182A14.5	1	5	3	12	4	3	4	2	5	32	6	9
CROCCP2	1052	1471	1515	1272	1271	1270	1611	1423	2717	2441	2449	1401
RP5-1182A14.8	0	0	0	0	0	0	0	0	0	0	0	0
MST1P2	11	16	27	5	19	69	112	16	118	183	164	48
RP1-163M9.8	0	0	1	0	0	0	0	1	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	1	0	0	0
RP5-875O13.7	0	0	1	5	0	6	3	0	0	0	2	2
EIF1AP1	58	84	53	46	78	75	86	83	96	68	62	63
ESPNP	0	4	4	1	4	7	10	8	1	0	9	1
RP1-163M9.7	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1182A14.7	0	0	0	0	1	0	0	0	0	0	0	0
CROCC	1078	1443	1639	1309	1041	1367	1661	1343	1609	1212	1490	1204
RP1-163M9.5	1	2	2	0	5	0	2	3	1	0	0	0
RNU1-4	2	1	1	2	1	8	3	9	5	3	4	7
MST1L	6	6	19	3	5	10	26	10	13	14	15	6
RP11-108M9.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.2	0	0	0	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.3	0	1	0	1	0	1	3	3	11	3	7	8
RNU1-5P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.4	215	279	282	236	438	385	392	519	724	820	637	497
RP11-108M9.5	70	82	47	61	94	62	109	87	83	116	101	70
RNU1-2	0	3	0	0	3	1	5	2	1	3	5	5
RP11-108M9.6	32	5	22	12	14	26	21	27	35	24	23	10
MFAP2	4	5	10	6	0	0	0	9	0	3	3	1
RP1-37C10.3	0	0	0	0	0	1	0	0	0	0	0	0
ATP13A2	1566	1859	1847	1817	1833	1859	1809	2252	2410	2259	1619	1721
SDHB	5954	7398	5762	6262	6318	5596	6166	7318	6017	7009	5373	5536
PADI2	6	7	5	0	7	28	3	2	36	0	20	2
RP11-380J14.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-380J14.4	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	0	0	0	0	0	0	0	0	0	3	0
PADI3	0	1	0	0	0	0	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	62	61	42	31	82	83	135	116	180	103	166	80
PADI6	2	0	2	0	3	0	0	4	0	0	0	0
RP1-20B21.4	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	1257	1582	1214	1904	1205	1578	1421	2240	1950	1886	1507	2024
ARHGEF10L	0	13	1	3	57	3	0	11	31	0	0	1
RP11-473A10.2	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	5	0	0	0	0	0	0	0	0
RP11-658E23.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-174G17.2	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	2	0	0	0	0	0	0	0	0	0	0	0
RP11-174G17.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-174G17	0	0	0	0	0	0	0	0	0	0	0	0
RP11-422P22.1	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	1	2	1	1	0	0	0	1	0	0	0	1
RP1-8B22.1	0	1	0	0	2	0	1	0	3	1	3	0
RP1-8B22.2	0	0	0	0	0	0	0	0	0	0	0	0
PAX7	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R2	0	0	0	0	0	0	0	0	0	0	0	0
RP13-279N23.2	0	0	0	1	0	0	0	0	0	0	0	0
ALDH4A1	29	24	25	50	29	25	10	56	41	34	19	61
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0	0	0	0
IFFO2	709	1050	849	693	1224	1089	1140	1077	1112	858	737	297
RP5-1126H10.2	11	63	12	19	21	21	12	28	2	65	23	21
UBR4	5818	7707	7190	5486	6584	5690	6904	5942	6070	6327	5754	4474
RP1-43E13.2	106	122	134	51	111	104	140	86	164	167	109	67
EMC1	574	883	797	661	713	867	804	831	1164	1070	1046	907
MRTO4	1027	1097	996	1366	1017	1208	1151	2175	2698	2385	2215	2753
AKR7L	13	44	36	13	32	18	27	1	25	47	11	6
AKR7A3	67	77	89	39	42	25	19	10	7	18	36	19
RP4-657E11.10	31	36	27	13	33	32	41	24	34	50	33	19
AKR7A2	2125	2380	1781	1008	4367	3096	3979	3016	4040	4096	3388	1420
RNU6-1099P	9	17	19	7	2	22	7	7	12	19	18	6
PQLC2	347	412	396	299	321	340	369	356	325	408	334	159
CAPZB	9755	11625	8224	7565	10082	9331	9584	10758	9068	9710	7819	5672
RN7SL277P	14	7	5	7	5	5	6	0	5	1	4	7
RNU4-28P	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1056L3.1	0	1	5	1	3	2	1	0	1	5	6	3
MINOS1	2422	3094	2441	2285	3127	2717	2805	3245	3368	3651	3091	2588
NBL1	872	1083	867	475	718	739	738	688	969	1014	763	422
MINOS1-NBL1	0	0	0	0	0	3	0	0	1	0	0	0
RP5-1056L3.3	510	628	441	451	881	577	663	910	1741	1565	1410	952
HTR6	0	6	1	9	13	0	4	1	18	8	13	30
TMCO4	836	1309	836	1203	664	670	888	1214	722	659	549	897
RNF186	0	0	0	2	0	0	0	0	0	0	0	0
RP11-91K11.2	0	0	0	1	0	0	0	3	0	0	0	0
OTUD3	371	641	576	435	355	371	381	329	593	531	569	306
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL304P	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G5	0	0	0	0	0	0	0	0	1	1	0	1
PLA2G2D	1	0	5	11	11	0	0	0	0	0	0	0
PLA2G2F	0	0	0	1	0	0	0	0	4	0	0	0
RP3-340N1.2	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2C	0	0	0	0	0	1	2	15	17	4	0	0
RP3-340N1.5	31	10	14	10	84	43	75	51	60	85	52	37
UBXN10	7	43	25	22	56	53	52	90	73	70	74	31
RP3-340N1.6	0	0	0	0	0	0	0	0	0	0	0	0
RP3-340N1.7	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	1	0	1	1	2	0	7	2	1	1	2	3
RP4-745E8.2	57	72	43	52	70	47	49	83	58	73	52	44
RP4-749H3.1	0	0	0	0	0	0	0	0	0	0	0	0
RP4-749H3.2	0	0	0	0	0	0	0	0	0	0	0	0
RP4-749H3.4	0	0	0	0	0	0	0	0	0	0	3	0
RP4-749H3.3	0	0	0	0	0	0	0	0	0	0	2	0
CAMK2N1	448	617	439	529	608	559	456	662	309	322	229	297
MUL1	1427	1621	1468	1404	1743	1625	1802	1665	2136	2435	1729	1513
RP11-401M16.3	0	1	0	0	0	2	1	0	3	0	1	1
FAM43B	0	0	0	0	0	0	0	0	0	0	0	0
CDA	0	26	1	2	6	19	0	2	5	0	0	0
PINK1	505	521	430	352	399	492	505	711	655	551	399	322
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0
RP11-401M16.7	139	162	127	117	145	105	121	121	168	151	179	102
DDOST	8568	10066	7582	6903	7493	7245	7697	8893	9356	10252	7633	6211
KIF17	0	7	0	0	0	0	4	2	0	0	0	0
RP5-930J4.5	0	0	0	0	0	0	0	0	0	0	0	0
SH2D5	7	6	5	1	0	30	0	0	0	0	3	0
RP5-930J4.2	0	2	2	0	0	1	0	0	0	1	4	0
HP1BP3	9934	13184	11380	8908	11650	9607	11376	11427	12665	13263	11391	7670
EIF4G3	980	1344	972	1273	997	933	867	1369	641	554	464	803
RNU7-200P	0	0	0	0	0	0	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0	0	0	0	0
RP11-487E1.1	4	25	4	3	5	1	20	1	2	1	3	1
RP11-487E1.2	0	3	4	1	1	0	4	7	3	1	1	2
RP11-628K18.1	1	1	4	0	0	0	0	0	0	0	3	1
ECE1	3817	4996	4306	6678	2938	3607	3726	4175	3048	2504	2291	4146
RP3-329E20.2	4	3	1	0	10	0	9	2	22	24	9	3
RP5-1071N3.1	48	78	62	33	68	42	69	38	64	89	100	37
RP11-560O15.1	8	8	4	12	0	0	0	1	2	2	0	0
RP11-293F5.8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-293F5.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-293F5.2	9	15	3	7	21	9	10	3	11	14	12	1
HS6ST1P	1	4	0	0	1	3	2	3	2	5	3	2
RP11-293F5.4	0	0	1	0	0	0	0	0	2	0	0	0
NBPF3	190	307	246	176	98	103	101	99	172	176	142	55
RP11-293F5.6	0	0	0	0	0	0	0	0	0	0	0	0
ALPL	1	0	0	0	0	0	0	0	0	0	0	0
RP11-63N8.3	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	22	16	8	6	17	34	38	8	2	22	20	19
USP48	3877	5210	4703	4077	3717	3694	3434	3283	3241	2684	3132	2242
RP11-132G19.3	0	3	0	0	0	1	0	0	0	0	4	0
LDLRAD2	2	0	5	7	0	1	0	1	0	0	2	0
HSPG2	35	74	41	10	93	51	110	18	243	333	218	15
RP11-26H16.1	70	67	67	56	146	78	80	114	153	114	105	85
RP11-26H16.4	0	0	0	0	0	0	7	0	39	41	6	1
CELA3B	0	1	2	0	0	0	0	0	1	0	1	1
RN7SL386P	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL186P	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0	0	0	0	0	0	0
RP1-224A6.3	4	4	0	1	8	18	6	8	24	34	18	23
RP1-224A6.4	933	1189	950	575	557	519	679	451	1575	1750	1529	938
CDC42	7440	8895	7003	8314	8570	7906	6939	11467	6535	6520	6181	5448
RP1-224A6.6	10	30	20	10	14	11	19	11	14	24	34	17
RP1-224A6.8	0	1	2	0	9	3	7	1	0	3	0	0
RP1-224A6.9	5	22	7	8	2	2	10	0	4	5	12	6
WNT4	8	1	9	5	6	11	0	4	11	5	21	8
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0
RP11-415K20.1	1	1	0	1	0	0	1	4	1	1	0	1
RP11-415K20.2	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB40	1111	1652	1719	1296	1518	1548	1969	1444	2305	1818	2013	1309
RP1-61A9.4	0	1	0	0	0	1	0	2	2	4	0	2
EPHA8	1	0	0	0	0	0	0	0	0	0	0	4
MIR6127	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	46	8	16	44	239	19	7	116	4	0	1	20
C1QC	35	10	11	44	112	30	0	67	5	0	0	20
C1QB	60	9	11	108	214	86	5	156	33	30	0	38
EPHB2	2	4	1	4	14	6	0	0	0	0	2	1
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0
RP11-69E9.1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0	0	0	0	0	0	0
C1orf234	2	0	3	0	1	5	4	1	4	3	3	5
KDM1A	2009	2496	2150	1824	2784	2377	2408	2762	3079	3473	2744	1713
RP1-184J9.2	7	13	2	10	5	6	2	0	13	3	10	8
MIR3115	0	0	2	2	0	0	0	3	0	0	0	0
MIR4419A	0	1	0	3	1	0	1	1	0	3	3	0
LUZP1	1616	2131	1821	2501	1989	2123	1698	2845	2311	2364	1667	1374
RP5-979D14.1	0	1	0	0	0	1	0	0	0	0	0	0
RNU6-514P	0	0	1	0	0	0	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0	5	0	0	0	0	0
HTR1D	0	1	0	0	0	0	0	1	0	0	0	0
RP5-1057J7.1	0	6	2	0	2	6	4	2	4	2	8	4
RP5-1057J7.6	36	108	106	27	75	50	71	35	103	106	159	38
RP5-1057J7.8	0	4	0	0	5	1	0	1	9	7	23	1
HNRNPR	5794	7758	5736	5919	6665	6453	6394	7413	7864	8632	6911	6466
ZNF436	201	228	226	162	308	344	260	218	466	304	365	296
C1orf213	72	112	98	14	122	80	186	51	128	215	167	46
RP5-1057J7.7	3	10	12	2	17	17	13	7	33	28	32	2
TCEA3	962	1281	1142	719	1856	1681	2026	1431	2762	3007	2777	1268
RP4-654C18.1	0	2	7	0	1	0	1	2	2	0	0	3
ASAP3	5	23	6	28	5	9	8	15	6	14	35	11
E2F2	113	87	177	253	28	49	49	71	111	61	52	77
RP1-150O5.3	2	1	1	0	13	6	12	10	0	12	13	7
ID3	673	737	609	1154	823	586	698	922	2203	1883	1682	1096
MDS2	278	259	390	245	321	250	366	322	1440	1300	1427	681
RP11-223J15.2	0	0	6	0	0	0	7	0	4	2	3	2
RPL11	35551	45576	37551	33209	69243	44737	47489	63937	58255	53296	56099	38848
ELOA	2323	3059	2420	1978	2171	2303	2489	2293	3207	3004	2505	2401
RP5-886K2.3	135	188	79	55	154	172	160	152	207	233	216	178
PITHD1	3235	4251	2737	2805	4264	3614	3786	4245	3638	3991	3196	2390
LYPLA2	3018	4127	3111	3332	3083	3289	3094	3885	4103	4425	2943	2889
GALE	638	925	681	695	886	819	847	1072	495	659	645	515
HMGCL	1859	2536	1986	1108	1927	2394	2529	1487	2432	2188	2147	1287
FUCA1	507	420	484	347	572	547	400	640	619	512	533	339
CNR2	3	28	18	34	3	26	15	34	3	3	19	7
RP11-4M23.2	7	0	4	2	5	1	1	7	4	1	3	0
RP11-4M23.3	0	0	0	0	1	1	3	0	0	0	0	3
MIR378F	0	0	0	0	0	0	0	0	2	0	0	0
RP11-4M23.4	170	215	172	126	178	174	128	208	247	257	173	112
PNRC2	3371	4067	3140	3261	3740	4034	3839	4025	4351	4920	3646	3117
SRSF10	5373	7851	6482	5926	6743	6367	7293	6784	7797	7793	7137	6203
RP11-4M23.7	1	0	1	0	0	0	0	0	1	2	0	1
RP11-293P20.2	0	0	0	0	0	0	0	0	0	0	0	0
MYOM3	0	0	0	0	1	3	0	0	0	0	0	1
RP11-293P20.4	0	0	0	0	0	0	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0	0	0	0	0	0	0
IFNLR1	129	190	116	163	117	108	90	112	75	96	50	53
RP11-10N16.2	0	0	0	0	0	0	3	0	0	0	0	0
RP11-10N16.3	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	1	1	3	1	3	0	0	2	0	0	0	0
STPG1	139	293	173	223	207	197	211	282	333	437	353	255
NIPAL3	2317	2774	2174	2576	3047	2563	3040	3446	3886	4091	3391	2405
RCAN3	6903	9112	6773	6064	7062	5997	6404	7099	12569	13054	10877	6458
RP4-594I10.3	14	37	17	52	35	20	46	70	14	48	34	12
NCMAP	57	80	73	70	91	64	96	101	59	165	74	130
RP11-496D1.2	0	0	0	0	0	1	3	0	0	0	0	1
SRRM1	11989	15286	12178	9897	14546	12257	13804	14346	15694	16910	13546	9064
RP11-373M8.2	0	0	2	0	0	0	0	0	1	0	0	0
CLIC4	343	404	235	301	128	106	122	196	100	223	55	128
RNU6-1208P	0	0	0	0	0	0	0	0	0	0	0	0
RUNX3	15347	21119	15413	15756	19130	18568	17664	22531	10702	11462	8354	10848
MIR6731	1	0	2	0	1	0	1	1	0	0	0	1
RP11-84D1.1	7	8	9	11	8	9	7	3	0	0	1	11
RP11-84D1.2	0	0	0	0	0	0	0	0	0	0	8	6
MIR4425	0	0	0	0	0	0	2	0	0	0	0	0
RP4-799D16.1	0	1	0	3	0	0	4	1	0	2	1	2
RP4-781L3.1	5	8	0	10	1	4	5	7	5	3	3	6
RP4-706G24.1	20	48	18	23	51	31	22	21	24	19	16	6
SYF2	6953	9374	6391	5144	7847	6727	7671	6792	8283	8829	7705	4997
RP3-465N24.7	15	33	34	23	33	16	66	42	82	67	81	30
RP3-465N24.8	8	15	10	4	31	2	33	2	12	23	12	11
RSRP1	3948	7013	8059	4643	4057	4843	7249	3478	6406	4899	6259	2990
RP3-465N24.6	26	27	14	22	19	74	35	32	27	34	28	24
RP3-465N24.5	8	5	3	2	4	14	8	5	15	5	13	8
RHD	77	113	49	51	149	146	171	89	159	142	138	97
RP11-335G20.1	12	34	12	15	37	26	53	22	28	31	28	10
RP11-335G20.7	1	11	7	5	1	4	9	1	9	1	4	4
TMEM50A	9284	11638	8111	10335	9496	10093	9402	11363	8412	9614	7215	6630
RHCE	31	71	32	14	38	34	23	14	61	55	57	13
RP3-469D22.1	18	14	1	9	6	0	6	5	4	4	4	1
TMEM57	1193	1394	1189	1113	1755	1428	1694	1481	2084	2097	1842	1377
LDLRAP1	5638	6291	5391	3686	10647	9041	10211	9566	13699	14499	10530	4976
RP11-70P17.1	201	241	155	152	291	247	223	332	221	197	201	141
MAN1C1	677	764	628	856	2126	1739	2502	2106	4100	3507	3379	2207
RP1-187B23.1	8	21	8	11	24	24	42	8	34	55	9	27
SEPN1	371	471	428	490	910	820	839	1102	1309	1136	959	953
RP1-317E23.6	0	0	0	0	0	0	0	0	0	0	0	0
RP1-317E23.3	43	34	16	17	47	48	29	35	39	28	83	44
MTFR1L	1774	2625	2068	1567	2398	2165	2650	2217	2720	2593	2349	1596
RP1-317E23.7	0	0	0	0	0	0	0	0	0	0	0	0
AUNIP	8	14	5	13	11	9	7	13	12	11	18	12
RP1-125I3.2	0	4	0	0	0	0	0	2	5	1	1	0
PAQR7	70	169	122	49	145	100	131	105	114	113	100	91
STMN1	1524	2029	1705	2871	2647	2802	2390	4489	4246	4334	3802	3333
RP1-125I3.7	1	0	0	0	0	0	1	2	1	4	0	0
RP1-125I3.4	0	2	0	0	2	3	0	1	1	2	0	1
MIR3917	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	403	512	467	374	680	606	474	633	851	833	771	447
RNU6-110P	0	0	0	0	0	0	0	0	0	0	0	0
RF00492	0	0	0	0	0	0	0	0	0	0	0	0
RF00283	0	3	0	0	0	0	1	0	2	1	0	0
EXTL1	0	0	0	0	8	1	5	8	4	3	20	6
SLC30A2	0	0	0	2	0	1	1	0	1	6	9	0
RP11-96L14.9	0	0	0	0	0	0	0	0	0	0	0	0
TRIM63	0	0	0	0	0	0	0	0	0	0	0	0
PDIK1L	205	358	205	196	268	301	258	340	517	453	475	384
FAM110D	0	2	1	0	0	0	0	0	2	0	3	0
RP11-96L14.8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-96L14.7	13	9	14	12	1	10	5	0	21	2	15	8
ZNF593	35	38	30	66	19	30	25	69	51	51	54	74
CNKSR1	281	230	220	269	114	133	139	144	176	233	183	205
